-NqUWliDsTgSd_QNEFWNyA,wpQsmMvdhefqIlxvRt_Jbg,DonDon Izakaya,3.0,314,1,2018-11-15 03:21:35,HbWwwpGfdrKzwJBFe59dSw,1.0,1.0,"",Andy,1
VoZPGGaSgjkF4bsLi-jKfg,U_jPOTd-Z5KATbTYnDeNxg,Burrito Bandidos,4.0,116,1,2015-08-27 23:58:28,8Sd2iVO7OTYJqQmR9rjpmA,5.0,3.39,"",Melon,18
VoZPGGaSgjkF4bsLi-jKfg,t65yfB9v9fqlhAkLnnUXdg,Pho U,3.5,42,1,2016-06-21 23:42:46,mnpyIOaOHLDbPftJ3jnDQA,4.0,3.39,"",Melon,18
VoZPGGaSgjkF4bsLi-jKfg,0HEezLfueKWLCy0Jeo6MiA,Rolltation,3.5,29,1,2017-12-21 11:08:22,t5MPC2ZOXS0rMca-o3r1Pg,3.0,3.39,"",Melon,18
VoZPGGaSgjkF4bsLi-jKfg,x6PA-2j7LpZAYFo2VojmQQ,Little Fin,3.5,151,0,2015-08-23 13:44:00,ghhMNFNfGgUHuiJ0rrO-KA,2.0,3.39,"",Melon,18
VoZPGGaSgjkF4bsLi-jKfg,Lzr34VkDJQ6l8oWq9MptAA,Sushi Sky Japanese Restaurant,3.0,153,1,2017-06-05 19:49:42,Q5Tp42tlFG7AcPjcBKDdCQ,2.0,3.39,"",Melon,18
VoZPGGaSgjkF4bsLi-jKfg,dDTJv37DK257kf74ZPBcxg,The Bishop And Belcher,3.5,97,1,2018-01-06 19:05:47,o6_fESt6rMfFK9sl4NDEzg,4.0,3.39,"",Melon,18
VoZPGGaSgjkF4bsLi-jKfg,n9BrA1zIwlbiP1hLAc24jg,Tosto Quickfire Pizza Pasta,3.5,110,1,2015-04-15 21:18:11,uU01c1Mcebt4Zi1l-a1pUA,5.0,3.39,"",Melon,18
VoZPGGaSgjkF4bsLi-jKfg,OPsIWWjT9lmhKd-MvTWJPQ,African Delight Cafe and Restaurant,4.0,9,1,2019-09-08 12:37:17,FNnf2tfWeY8hVU07znzoLg,1.0,3.39,"",Melon,18
VoZPGGaSgjkF4bsLi-jKfg,9tfw-OEfpF0qC2hSzRks6g,Hair of the Dog,4.0,325,1,2014-03-24 21:40:53,ZDadtJAlsXaTH8aLvSdu7A,5.0,3.39,"",Melon,18
VoZPGGaSgjkF4bsLi-jKfg,i--dxuKd_6Dx7mwgQ5nl-g,School Restaurant,3.5,548,1,2015-07-23 14:19:12,w6VmjgfdKCRztQVcFpQUCw,3.0,3.39,"",Melon,18
VoZPGGaSgjkF4bsLi-jKfg,Ud5FqhVC8AdZg9RLzNW_Wg,Brickyard Bistro,4.5,52,1,2017-06-15 23:12:59,NhtQ_kxrnGSnj3GoXqD3IQ,5.0,3.39,"",Melon,18
VoZPGGaSgjkF4bsLi-jKfg,bLtC8xJXkd1b6MT0KjnSvw,The Captain's Boil,3.5,216,1,2019-03-18 19:04:16,3Q65AAP_x_jM348NZ4isvw,2.0,3.39,"",Melon,18
W8pebJsFBKVfU5ObxzvjmQ,1GulRRJaDG5SD5DfITqg-w,Albion's Pizza Shawarma,4.0,30,0,2015-05-31 21:51:19,VOPPfSeW-Ep7k56i15WOfA,1.0,1.0,"",Don,1
WBCvago0ury6u8Z3xpejCQ,xwmwTpzw9XSwK-UT5Ka3HQ,Bellwoods Brewery,4.0,331,1,2015-07-20 14:25:14,NWmWPPksC-_r3IPykoVZYA,4.0,3.53,"",Ashley,47
WBCvago0ury6u8Z3xpejCQ,5JcSbOoUIRF82qaTh7GB0w,Tantra Lounge - Bar & Grill,3.0,4,0,2015-07-20 14:15:11,baxtjK3OOpY9A4rxDRRQtA,3.0,3.53,"",Ashley,47
WBCvago0ury6u8Z3xpejCQ,PQ6pDjHP0P28D3CY5UNxDA,Forget Me Not Cafe,4.0,105,1,2015-07-20 14:03:36,rX32iOXlQro7So5GYiUySA,5.0,3.53,"",Ashley,47
WS-9azxwZJycAl7xTcKQew,_yHhs7366m-l1vZO8y6PAA,Street Shak Caribbean Kitchen,4.0,42,0,2016-08-26 15:28:17,QbcS1lOfDGkWiHU0io3rqg,5.0,5.0,"",Jameel,3
WS-9azxwZJycAl7xTcKQew,u0YqV9eoMDVdYxMegrSxqw,Pili Pili,4.5,38,1,2016-12-26 17:01:45,8RQw7dz5I1urRel1-Ck6BQ,5.0,5.0,"",Jameel,3
WS-9azxwZJycAl7xTcKQew,-ICGmF2qUVKdvOehVNgPbg,Lamesa Filipino Kitchen,4.0,349,1,2015-05-06 00:47:27,7TEzuvKQqWPSY4yNHE-LzA,5.0,5.0,"",Jameel,3
WSMOXmgV9zarOH853xugEw,CfxVkwEJk1NAqgqMSesLzA,KINKA IZAKAYA NORTH  YORK,3.5,375,1,2017-06-09 04:14:38,9wUCfPKpSnJ5Qu2aT1yMsA,4.0,3.25,"",Sam,3
WSlENa9G6jS26XF1Dga5yg,KbNmZoTFUm22rIWSJe6cEQ,Moe Pancer's,4.0,33,0,2014-04-29 21:51:25,FbheeXWWgIRuN5V-PVxEdg,1.0,3.17,"",Jennifer,6
WaAymQRPw2Ae-Q5hvzFXBg,crstB-H5rOfbXhV8pX0e6g,Ramen Isshin,4.5,662,1,2017-07-01 17:56:41,VaNHhG1Y2NcyxmmOHv3RCg,4.0,4.33,"",Jill,17
WhwBHCBz7o3RyfMzktT3jg,4-FgbYd8jUSqevNRxRtS-w,Rosalinda,3.5,153,1,2018-10-16 05:25:52,MVAh-fp83tLG8baXujE6ww,5.0,4.11,"",Zachary,8
WhwBHCBz7o3RyfMzktT3jg,kemSq9mBxmPaKHQrUXPJ_g,Kupfert & Kim,4.0,127,1,2018-10-16 05:10:21,l02hNl3IUIz0N63K54tqXA,5.0,4.11,"",Zachary,8
WrFZDa3kLzSpESCn-mECeA,onCx6Ye5IwD07emyj-VLrg,Hogtown Smoke In the Beach,3.5,172,1,2015-02-04 19:37:04,S-xQ02gjWWbPGADHGBPj-g,4.0,4.32,"",Nicole,19
WrFZDa3kLzSpESCn-mECeA,a-Mo7Ipu_c5y21mmg0-F7g,Agio,4.5,168,1,2014-10-30 19:06:10,XoHfkqsKtbJPm5KIlUgQ8w,4.0,4.32,"",Nicole,19
WrFZDa3kLzSpESCn-mECeA,kktb-uIc2YjNWOdbW4ktCg,Delina Restaurant,4.5,35,1,2014-01-08 18:29:32,yVw-3374xHqOTsY9VvZASg,5.0,4.32,"",Nicole,19
WrFZDa3kLzSpESCn-mECeA,lGhCcVyJFJxZeA78m7eVgw,Billy Jacks Po' Boys,3.0,35,0,2015-02-04 19:39:43,oSTCvClbY9mLeovqIfSOQg,3.0,4.32,"",Nicole,19
WrFZDa3kLzSpESCn-mECeA,IgQ8lSds3AgLFQsYsshUHQ,Gourmet Gringos,3.5,27,0,2014-10-30 18:57:25,EbvGC5cd6G_a-zf5inucBA,2.0,4.32,"",Nicole,19
WyNmzti1IdwRO-zSnO7lJw,7cGiBx1s4W5GHC1SbAsmGA,Mariko Japanese Restaurant,2.0,15,0,2011-03-31 18:18:40,PnDeanKs4UajryyCArMbyA,1.0,1.0,"",Jimmy,1
XKvbfNylF6Yq8hpwqaZrhA,Hc7tNpMVe-SIsLaUbNvtTw,Kultura,3.0,52,0,2009-09-08 17:24:33,eD-ZzHzeLy3Tg0mZ6ONtvw,4.0,3.08,"2006,2007,2008,2009,2010,2017,2018",Mihir,1387
XKvbfNylF6Yq8hpwqaZrhA,9SFYu-N_cOV6oJThaU0nPQ,Polson Pier Entertainment,3.0,9,1,2009-09-29 01:35:23,sD9YOtGKy1_NX7Qcm2J-zg,4.0,3.08,"2006,2007,2008,2009,2010,2017,2018",Mihir,1387
XKvbfNylF6Yq8hpwqaZrhA,S2tS29tQqXPrLWP3iIxEsw,Richtree Market Restaurants,3.0,23,0,2009-09-08 17:34:50,jzsUrNclAkYvMA6IdWrlKw,3.0,3.08,"2006,2007,2008,2009,2010,2017,2018",Mihir,1387
XSqmMdGNuAZTZ8r8wRbM-Q,mG71gQ5HWl7ut9OCN6NJKA,360 Restaurant,3.5,859,1,2018-01-07 02:48:48,ltypexgUM9rPM5QTJyHLIQ,4.0,2.75,"",Chris,4
Xegdny8Cdmzf8yz0VRQ31w,D-8yidw7FLKKQpciKJSd2g,The Burgernator,4.0,332,1,2017-05-21 15:24:31,0wroTjqiM2rC5JGjknIfSw,4.0,3.67,"",Mo,3
XsWHK6u4IiurNGR4UcS6kw,mFBZcwkHuys0pbyBGOhKoQ,Flock Rotisserie + Greens,4.0,115,1,2017-09-03 18:13:52,Gv6OVQtsGN-xwGYlCxAung,4.0,4.5,"",Jordan,2
Xt9PVpBHAlP9RQnbdN47ZA,7d2LqDc0Cb5dcizil_h34A,Karma's Kitchen,4.0,56,1,2017-06-21 10:03:24,bBoNCO3d3Q4zkpKY-Ey3iQ,4.0,2.5,"",Mel,2
Y3qPym7hjFXRkRU-7Cvthg,tJcpzXzykNSLuzWwa1JQUw,Queen St Warehouse,3.0,374,1,2016-12-05 04:17:44,PlGI0JfJurO5l-ngCRH0Rg,1.0,3.4,"",Pegasus,19
Y3qPym7hjFXRkRU-7Cvthg,KOAYl73BQ-2tQe0Q-SA9jQ,Blowfish Restaurant & Sake Bar,3.5,110,0,2014-08-10 16:37:00,P4csp3ZLbeQHA5U3N9FrAA,2.0,3.4,"",Pegasus,19
Y3qPym7hjFXRkRU-7Cvthg,sXg2NCfiCqK_X_4R5NK_jQ,BarChef,4.5,331,1,2017-11-28 05:01:57,nYNl_NnnsratHKRAD9aNaQ,4.0,3.4,"",Pegasus,19
Y3qPym7hjFXRkRU-7Cvthg,JEXasd9XUHFbt_fIdmdK8g,Restaurant La Banane,4.0,123,1,2017-10-14 08:25:03,YPbkmKUSoEfbdNUNCpWqwg,5.0,3.4,"",Pegasus,19
Y3qPym7hjFXRkRU-7Cvthg,G-cbWSrIddcCFUZqRdKvCA,The Corner Place,3.5,101,1,2017-05-12 04:22:32,ffC3dxaxe9BGGki6fd9RLA,5.0,3.4,"",Pegasus,19
Y3qPym7hjFXRkRU-7Cvthg,WRPlRsDK47DFl3dz65zhYg,Pinky's Ca Phe,4.0,144,1,2019-01-05 03:55:28,FmqwvQcijMUf6D7JueU3ig,5.0,3.4,"",Pegasus,19
Y3qPym7hjFXRkRU-7Cvthg,ZtO4zPjnk_U9ieFbVcjvJw,Popeyes Louisiana Kitchen,2.0,8,1,2019-03-03 20:45:49,Vb_Eo4rghYHTyqQ5ouKObg,1.0,3.4,"",Pegasus,19
Y3qPym7hjFXRkRU-7Cvthg,n_-CwlqV8fzEIUPky8Ibtw,The Oxley,4.0,136,1,2017-07-30 21:16:02,RgTfXSv6aHEQh9XZr25O8w,2.0,3.4,"",Pegasus,19
Y3qPym7hjFXRkRU-7Cvthg,RtUvSWO_UZ8V3Wpj0n077w,KINKA IZAKAYA ORIGINAL,4.0,1592,1,2019-03-03 20:49:19,foHmqUd5Pms4rJp-8gmFUw,5.0,3.4,"",Pegasus,19
Y3qPym7hjFXRkRU-7Cvthg,xyAbFNEIFSy_OKNptyzCmg,Reds Midtown Tavern,3.5,199,1,2019-03-03 20:48:17,jSVrA4HCW7sm67bQJ-GZdA,5.0,3.4,"",Pegasus,19
Y3qPym7hjFXRkRU-7Cvthg,abWt3B-dvJ1oVj83ebYoyg,Rickshaw Bar,4.0,105,1,2017-10-14 08:28:59,eZOpud3XscC0OsymQHVI2A,5.0,3.4,"",Pegasus,19
Y5BPIozWNT2FRK0r9TBB-A,A6bnXx1see4yZSaVVCVDyw,Rolltation,4.0,210,1,2016-08-13 17:17:02,Xwewixzf7fIbRnwdJSKG8w,2.0,2.0,"",Jessica,1
Y6LJUqWZf_1Xhpr3ZCgovg,Lr2iWJb9GSxhgrXdt3hJXQ,Peppercorn Steak and Seafood,3.5,10,0,2015-07-10 01:51:46,cl_mZ8XU2oYIngOL5_jeLg,5.0,5.0,"",Brittany,1
Y6SmP5og8p601Nsnyj7Yqw,f5O7v_X_jCg2itqacRfxhg,Sansotei Ramen,4.0,861,1,2014-11-25 00:39:05,4523sEATmsk6e9kRLhHCDA,5.0,3.0,"",Jenny,2
YE_mkl3J3KbW5uuhpChZ7A,b-wEkSnjS9VSSymJI7Z_5A,Big Sushi,3.5,139,0,2014-09-27 19:38:30,PeKouqRuQU7eJM24fUm6KQ,1.0,3.6,"",Katherine,5
YE_mkl3J3KbW5uuhpChZ7A,nKeGPmH5dYNVL5AyAItuKg,Restaurant Chantecler,4.0,157,1,2013-11-29 19:09:40,CGFl3g995CmdHo-ik3UMOQ,5.0,3.6,"",Katherine,5
YE_mkl3J3KbW5uuhpChZ7A,iGEvDk6hsizigmXhDKs2Vg,Seven Lives Tacos Y Mariscos,4.5,1285,1,2014-09-06 05:37:32,pj01p6Vc7BeCTF8J0kHKMQ,5.0,3.6,"",Katherine,5
YE_mkl3J3KbW5uuhpChZ7A,jTZYireK6pnPb6Rni0jygw,Wow Sushi,4.0,409,1,2014-01-05 22:09:33,TuPexM8ZUxv_mdh4p8QT_Q,5.0,3.6,"",Katherine,5
YI5sEimxyYrdeFbmsv_ssQ,dp9haMgS5RZ6i1kQq_oS5A,Fran's Restaurant,3.5,353,1,2016-04-25 16:15:21,P1hBfIktztBSf6mxj86Jug,4.0,4.02,"2014,2015,2016,2017",Abdul,226
YI5sEimxyYrdeFbmsv_ssQ,uWbmDMJcuxVgryNihVx3rw,Starbucks,3.5,12,1,2016-01-30 06:55:15,aAye1sbDRGuT49UK3Hyl1Q,4.0,4.02,"2014,2015,2016,2017",Abdul,226
YI5sEimxyYrdeFbmsv_ssQ,n_J4ryIX_f2CVdse8Wd-Ig,Ho Jan Chinese Restaurant,3.0,32,0,2016-01-30 06:57:09,WiUC_h612in6_x9XCawJsQ,5.0,4.02,"2014,2015,2016,2017",Abdul,226
YI5sEimxyYrdeFbmsv_ssQ,zeiaHxtK2fTUz_jlPdIKPQ,Aviv Restaurant,4.0,77,0,2016-01-30 06:49:14,xcKPjwezyQ36BTjVA4goPQ,4.0,4.02,"2014,2015,2016,2017",Abdul,226
YI5sEimxyYrdeFbmsv_ssQ,5r6-G9C4YLbC7Ziz57l3rQ,Poutini's House of Poutine,3.5,292,1,2016-01-30 07:00:46,iPVNSKtyy62RNdN0VXQ0NA,5.0,4.02,"2014,2015,2016,2017",Abdul,226
YI5sEimxyYrdeFbmsv_ssQ,n9BrA1zIwlbiP1hLAc24jg,Tosto Quickfire Pizza Pasta,3.5,110,1,2016-01-30 06:54:06,rolDvKX2MvcKCRcyx5jHJQ,5.0,4.02,"2014,2015,2016,2017",Abdul,226
YJH8clI4mjKryPCu6ClLcw,z4z_If75V6y3GDin-QpjVQ,Meet Noodles,4.0,29,1,2019-10-01 23:11:11,6nJGb8otPdql8wahzw-lLA,5.0,4.0,"",Mark,6
YJH8clI4mjKryPCu6ClLcw,s_Pob8TopJ3htux7mWnMIw,Robo Sushi,3.0,100,1,2019-09-06 22:24:03,t5EIFwvAKMfUcXW00K3XGQ,2.0,4.0,"",Mark,6
YJH8clI4mjKryPCu6ClLcw,J1Ej3TGMR7TV2HDZJaLAsQ,Pho Nobu,3.5,6,1,2019-08-16 21:56:42,A1xi1u15nFCqNG-ppQ9VKQ,5.0,4.0,"",Mark,6
YJZDTOlEJCZ3s1Mmn3TYZQ,MrjrxvceYEo0QPobfkp19w,Nevada Restaurant,1.5,5,0,2011-06-26 03:29:27,or1RdHavqeQnBlMKQYa-Lg,1.0,2.33,"",Billi,3
YJZDTOlEJCZ3s1Mmn3TYZQ,UsKmYp0m8VYWM96tkGm2vQ,African Palace,4.0,88,1,2015-03-04 18:19:29,uE6feWAGz6IjwW_m3FbVRQ,5.0,2.33,"",Billi,3
YJpErhFMHfHZTwizpqp1mg,FjTihEfjgq9dm3IJ7S888Q,Local 1794,4.0,106,1,2016-07-29 03:01:26,oKVYrLpZ11uaayeFe7C5fg,5.0,4.25,"",Eric,3
YT7qG8zsyiKsT5ZwvcdoGQ,bSLIrhdxrxuz3p_nz1iLpg,The One Eighty,3.0,118,1,2017-03-19 03:04:23,FJHo_xyaQ9PCw9V0W6yfYQ,1.0,3.33,"",Angie,12
YT7qG8zsyiKsT5ZwvcdoGQ,8I5U8OQ06nSxX2y4PPOWzQ,Japango,3.5,667,1,2016-07-28 12:35:58,403adeEyMZtikav0MDCEWQ,1.0,3.33,"",Angie,12
YT7qG8zsyiKsT5ZwvcdoGQ,zA6gnF5aPBGoOm6uIbKt-A,Yuzu No Hana,4.0,537,1,2012-01-09 04:25:01,Wet8Hb_9WJ7NtQpmdv5qkw,5.0,3.33,"",Angie,12
YT7qG8zsyiKsT5ZwvcdoGQ,b7wUWVV01xaa7E0FUNMDiw,DaiLo,4.0,268,1,2017-10-20 00:42:36,p6a7dait9V8iVYd06wAmDA,1.0,3.33,"",Angie,12
YWnC_6mLuBGHLh8ffQqnPw,k8vdpo7cRgg4CtRcxYEfrw,The Green Wood,4.0,94,1,2019-03-25 16:03:03,d4ZZrMJXKRxlIKzhEUDxZQ,5.0,5.0,"",Bretton,8
YWnC_6mLuBGHLh8ffQqnPw,trKyIRyjKqVSZmcU0AnICQ,Pearl Diver,4.0,561,1,2019-04-18 13:32:20,gPUV8SPmL0HL7P3VbflYLA,5.0,5.0,"",Bretton,8
YWnC_6mLuBGHLh8ffQqnPw,arpBUwgiaE8iqfNGMQ_hgg,Big Fat Burrito,3.5,141,1,2019-09-07 00:03:06,Gklg_bAYhpjwWRkXdavOEw,5.0,5.0,"",Bretton,8
YWnC_6mLuBGHLh8ffQqnPw,MzEH3h8meWt7fW146U7y0g,Rooster Coffee House,4.5,99,1,2019-04-18 13:24:02,DHbsModeaTK6TVZKxmbaJg,5.0,5.0,"",Bretton,8
YWnC_6mLuBGHLh8ffQqnPw,h8vVxwP6FnlkRDONKBHT-w,Chubby's Jamaican Kitchen,4.0,223,1,2018-08-21 16:05:47,7OVILlZp7liz3gNM26HFGQ,5.0,5.0,"",Bretton,8
YZtGkNtb9_kKoOdgswqZ3g,5gQhXemXe_dJX3eMRpyfNQ,Pho Hoa Restaurant,2.5,17,0,2014-10-12 23:34:51,gIzG2zRq3hlxe9nzeSvLug,1.0,2.67,"",Martin,5
YbJTdF6iAvcrWH7rZVmXDw,m2hz26KM3kLN_AS5CcEjPg,East Thirty-Six,4.0,173,1,2015-03-14 15:34:39,VZCyS1o-Rn2gpxj9hf9Nkw,5.0,5.0,"",Priya,2
Ykgf-GI45FCez-dlTIpofw,S5bNE4Pmin8OQUMOFod8bQ,Ciao Wine Bar,3.0,126,0,2013-02-03 22:16:38,IVmkuSCOkpLE8mch5bYL1g,4.0,4.27,"",Scott,46
Ykgf-GI45FCez-dlTIpofw,trKyIRyjKqVSZmcU0AnICQ,Pearl Diver,4.0,561,1,2018-04-08 23:20:42,6oyfGpqmelX56UH0jljI0A,5.0,4.27,"",Scott,46
YlUhJBC0opX9Viam_yq-lg,HxLouUPqiou7D6YK5t-DgQ,The Wine Bar,3.5,61,0,2015-10-27 19:04:40,NYXGqM11p-GClfHz3SSF6A,5.0,5.0,"",Charlene,2
Yy3QjsOL9AMNtFxCOCk7GA,UJevx59U-bi6fRADCSa7LQ,Luma,3.5,216,1,2011-12-03 01:14:33,TZkVHnVMLiX99gZN2DR6vA,5.0,3.63,"",Chris,16
Z3jdPB11eaQs0Num-0W7XA,2XUYdiTgCsDE0k61QC422A,Crepes Club,4.0,55,0,2018-05-28 21:56:57,32y9YJJ7EIEZI7s04z6ULA,5.0,4.6,"",Taylor,5
Z4VKIiMyhXEBQ4eIcG2qEA,XTud0c9F7oRCeNI3rULk7w,Carribean Queen Metro,3.5,13,1,2016-11-10 00:01:06,4MqPE-J2M7xyntHFrYnyBw,5.0,3.43,"",Joshua,41
Z4VKIiMyhXEBQ4eIcG2qEA,FyAioPDhzS5IP4a4SXeG-Q,Kasa Moto,3.5,219,1,2016-06-25 18:51:53,BIHWg2gOqQkcMd9-DIFuVw,1.0,3.43,"",Joshua,41
Z4VKIiMyhXEBQ4eIcG2qEA,x8UvTkKx9WApRsMxQ3ZPtQ,Crown & Dragon Pub,3.5,149,1,2015-09-27 21:24:19,GvS8lXPuxhmj8RsoWJbT2A,5.0,3.43,"",Joshua,41
Z4VKIiMyhXEBQ4eIcG2qEA,webM3oChwDCkzZEmjrSeHQ,The Croissant Tree,3.5,56,1,2014-07-19 15:53:19,q-TgHQrqyXHygpXQUhw0pQ,5.0,3.43,"",Joshua,41
Z4VKIiMyhXEBQ4eIcG2qEA,LkfdCPTWU4BNWWpou60Lww,The Citizen,2.5,97,1,2014-07-19 15:39:04,uFarD4r8NyUmrzF8QAf4UA,1.0,3.43,"",Joshua,41
Z4VKIiMyhXEBQ4eIcG2qEA,MdjIl105vqCYUGKFSUVytA,Colette Grand Cafe,3.5,202,0,2015-05-12 19:15:26,lV9ySzBTfRIs4ZRyxd_tAA,1.0,3.43,"",Joshua,41
Z4VKIiMyhXEBQ4eIcG2qEA,WNnkyVvBfY1vTqiqSufZQA,Cibo Wine Bar,3.0,157,1,2015-07-24 13:42:17,R21gbLYnVVUsO6MtKVRvig,2.0,3.43,"",Joshua,41
Z4VKIiMyhXEBQ4eIcG2qEA,mkceCArNe87jwSdLfsslXg,Bosk,4.0,141,1,2015-06-09 17:24:49,Me42lQTAFoKebp-EbQvZew,5.0,3.43,"",Joshua,41
Z4VKIiMyhXEBQ4eIcG2qEA,UpbTdzW9OoVrnbpHyxnMWg,Mandarin Restaurant - Toronto,3.5,112,1,2016-02-01 21:11:43,L7Bi2m3fEB_YBYdV3nMLSw,5.0,3.43,"",Joshua,41
Z4VKIiMyhXEBQ4eIcG2qEA,dqXWQSaNMKf9fimx_AT31w,Remy's Restaurant,3.0,51,0,2014-07-19 15:45:11,f4V8WL-5kzy8w3Z_tBu-bA,5.0,3.43,"",Joshua,41
Z4VKIiMyhXEBQ4eIcG2qEA,liCPyfxs-CYXAV_zAmB9dw,Osteria Dei Ganzi,3.0,60,0,2015-02-21 20:49:12,n2GY7m3E0MMP_D-eYtY4YQ,5.0,3.43,"",Joshua,41
ZA-R_DdG--X4amwiTfsdZQ,uIuJGLPWli4dbomvANcuiQ,Ovest Cucina e Vineria,4.0,71,1,2017-09-03 21:24:01,ePu_skpwWVq6DSVEtfbf_Q,5.0,5.0,"",Cheryl,5
ZJlke6AvOygYExoH9Qo_Vw,TC_wo34sUnF1CpZKXRYRlg,Lit Espresso Bar,3.5,22,1,2018-10-13 23:59:45,EDJib_jCdiNhIlq-YzCAKw,5.0,4.89,"",Tim,9
ZSElaq4dWvCSsaw3arfXPw,e084b0uMSnEP7-PYlmAKbA,Lick's Homeburgers & Ice Cream,2.0,19,1,2015-09-14 07:27:18,EOFxcuUDCgB0Tbr1oEczkw,1.0,3.67,"",Kris,3
ZSElaq4dWvCSsaw3arfXPw,6EVBc9kdc3Hd8KZkLVPnGA,Kaiju,4.5,363,0,2016-01-09 21:33:54,iOOYjlXBPj661ou7WMAj8Q,5.0,3.67,"",Kris,3
ZSElaq4dWvCSsaw3arfXPw,QRAYQVcUKEYhqVACMs4L9w,Dee,4.0,28,1,2018-05-12 23:03:27,wu2KE3AGzzCw24LKUH_Vug,5.0,3.67,"",Kris,3
ZZepVScKzJskXtFI_T4rxw,0O3H5plJx-Cq2A80qFVW5w,LAB,4.0,17,0,2012-03-21 21:24:29,CPTp1b_Zs6f2P-evBQes5w,1.0,3.67,"",Elif,9
ZZepVScKzJskXtFI_T4rxw,XOkqRJBS6HwTVlrCACAZFw,Queen Mother Cafe,3.5,277,1,2012-03-16 21:14:35,P3VcN-Ros6KW8mFZ_-QXeg,4.0,3.67,"",Elif,9
ZZepVScKzJskXtFI_T4rxw,avdZfgCUrkirUbizXZGMAw,Pizza-Pide,4.5,82,1,2011-10-15 14:49:43,UBiFn6x7K1pMLE5K5aZa1Q,5.0,3.67,"",Elif,9
ZZepVScKzJskXtFI_T4rxw,GqSA5t_OD1uxDZMwVLpoXA,Marben,3.5,267,1,2012-05-22 21:03:02,lPf4PCxPxPMebyEKDNaLqg,3.0,3.67,"",Elif,9
ZZepVScKzJskXtFI_T4rxw,cefRDEK5O3t_iUuwnmL27Q,Smith,3.5,220,1,2012-05-12 21:01:07,e-sbChTVVnPGU_94O034zQ,4.0,3.67,"",Elif,9
ZZepVScKzJskXtFI_T4rxw,2OFWvbHVwvnva7GxP4wHQg,Pam's Caribbean Kitchen,4.0,32,0,2012-05-16 16:06:51,E_78UOs5qEvLy8MWpB8Q2w,4.0,3.67,"",Elif,9
ZZepVScKzJskXtFI_T4rxw,N93EYZy9R0sdlEvubu94ig,Banh Mi Boys,4.5,1097,1,2012-07-06 13:47:42,qx3c64RioG55aof6bYBZ7Q,4.0,3.67,"",Elif,9
ZZepVScKzJskXtFI_T4rxw,nfT1yN0oDleBlDsP-c1MRw,Yes To Fresh,4.0,18,0,2012-12-03 18:46:28,T71lmV61lQw2O97TMpDwTA,4.0,3.67,"",Elif,9
ZigwaY-eHkBbuW1sO9PK5A,_xAJZOKBMPOe47p1MphB2w,Fishman Lobster Clubhouse Restaurant,4.0,888,1,2014-10-23 17:47:46,RWjAaBJKWnSePd-YYT6dTw,5.0,4.33,"",Jennifer,3
ZjAsfqN4FTu6Lpn6FtwcrA,oJSa5HCiZXKLXxggQmecEQ,Campagnolo,4.0,216,0,2013-07-14 18:58:04,aGWCP9IXG--x87034kvhjw,5.0,5.0,"",Amanda,9
ZjAsfqN4FTu6Lpn6FtwcrA,Ryqmm5vXHmSscZjzQQkyxQ,La Mexicana,3.0,48,0,2013-08-23 00:03:13,JMazlKdISawts_1ZPopmQQ,5.0,5.0,"",Amanda,9
ZjAsfqN4FTu6Lpn6FtwcrA,y1AM7MeCN3HaS7SHnxcBfQ,Il Mulino,4.0,61,0,2013-07-14 18:16:15,HSkFHVaftVs6IwW-iH7PNQ,5.0,5.0,"",Amanda,9
ZjAsfqN4FTu6Lpn6FtwcrA,2S9t90Q0qZWCV7X_u0rxZQ,Kenzo Ramen,3.0,254,1,2014-03-22 03:38:00,B2p8sbUx9lx0rt4JJMoO0g,5.0,5.0,"",Amanda,9
ZjAsfqN4FTu6Lpn6FtwcrA,ryyptYnhb8n94NnEF_MRnQ,Ryoji Ramen & Izakaya,3.5,151,0,2014-02-22 21:01:56,FdIm-tmrSOE6UokNI7rcLA,5.0,5.0,"",Amanda,9
ZjAsfqN4FTu6Lpn6FtwcrA,mjZVeJ7GSe_LI0XA0RqGZQ,Oats & Ivy,4.0,13,0,2015-05-08 23:43:18,5RKnGykOqst67Hboniq_eg,5.0,5.0,"",Amanda,9
ZjAsfqN4FTu6Lpn6FtwcrA,-b-waFIsc6BJdXWOJMRKEQ,Marinellas Italian Restaurant,4.5,133,0,2013-08-22 23:33:32,yF8kONBHZr6PDFMfbUcDMw,5.0,5.0,"",Amanda,9
ZlpITbMNNbpBeQP6mEWe8A,7gnYWanhD6O7qOF-NfPNhA,Frankie's,4.0,169,1,2014-07-27 04:54:25,Iihr9ClXSiHqtnpjx92jIQ,4.0,4.17,"",Angela,80
ZsKaTFBAzYawmMDAZcs4ug,orrhJxM6V1USwccG7MlxmA,Light Cafe,4.0,196,1,2018-02-24 23:49:51,X-LguCmyRbeDgqKWah-iow,4.0,3.62,"",Angus,21
ZsKaTFBAzYawmMDAZcs4ug,o4gB1zWiCHgbjq-tNFRW-g,Panpan Noodle Bar,3.5,64,1,2018-03-12 23:58:27,uCUcMdca_JrlODYZ_P7TMw,4.0,3.62,"",Angus,21
_2IFTcoNDiYwaE10_2DQlg,nj6gbiEInXiKMWhIOvv8og,Blinco's Crepes & Coffee,4.5,18,0,2015-09-15 12:59:56,LaSz4aGqlp-2nX4weuyYVg,5.0,5.0,"",K,2
